,mandates,party,presidents,votes.absoluteMajority,votes.constituenctyCounter,votes.mandates,votes.percentage,votes.presidents,votes.validVotesPercentage,votes.votes,county,district,availableMandates,blankVotes,blankVotesPercentage,displayMessage,hasNoVoting,nullVotes,nullVotesPercentage,numberParishes,numberVoters,percentageVoters,candidatos,year
151,3,PS,1,1,1,3,57.83,1,59.24,3647,Aljustrel,Beja,0,94,1.49,,False,56,0.89,4,6306,72.99,Nelson Domingos Brito,2017
152,0,B.E.,0,0,1,0,1.02,0,1.06,51,Almodôvar,Beja,0,86,1.72,,False,105,2.09,6,5014,72.71,Constantino Manuel Lemos Piçarra,2017
153,0,PCP - PEV,0,0,1,0,2.19,0,2.28,110,Almodôvar,Beja,0,86,1.72,,False,105,2.09,6,5014,72.71,Joaquim Agostinho Lança Paulino,2017
154,1,PPD/PSD,0,0,1,1,27.06,0,28.14,1357,Almodôvar,Beja,0,86,1.72,,False,105,2.09,6,5014,72.71,Ricardo António Monteiro Colaço,2017
155,2,PS,1,0,1,2,35.12,1,36.51,1761,Almodôvar,Beja,0,86,1.72,,False,105,2.09,6,5014,72.71,António Manuel Ascensão Mestre Bota,2017
156,2,VI,0,0,1,2,30.79,0,32.01,1544,Almodôvar,Beja,0,86,1.72,,False,105,2.09,6,5014,72.71,João António Rodrigues Palma,2017
157,2,PS,0,0,1,2,31.14,0,32.62,441,Alvito,Beja,0,28,1.98,,False,36,2.54,2,1416,70.38,Natália José Ferreira Caeiro,2017
158,3,PCP - PEV,1,1,1,3,54.41,1,57.97,611,Barrancos,Beja,0,48,4.27,,False,21,1.87,1,1123,78.15,António Pica Tereno,2017
159,2,PS,0,0,1,2,39.45,0,42.03,443,Barrancos,Beja,0,48,4.27,,False,21,1.87,1,1123,78.15,Fernando Manuel Fernandes Durão,2017
160,4,PCP - PEV,1,1,1,4,43.42,1,45.39,7438,Beja,Beja,0,447,2.61,,False,298,1.74,12,17132,56.6,João Manuel Rocha da Silva,2017
161,0,PPD/PSD.CDS-PP,0,0,1,0,6.21,0,6.49,1064,Beja,Beja,0,447,2.61,,False,298,1.74,12,17132,56.6,João Pedro Cabral Afonso Baião Caeiro,2017
162,3,PS,0,0,1,3,41.65,0,43.54,7135,Beja,Beja,0,447,2.61,,False,298,1.74,12,17132,56.6,Jorge Pulido Valente,2017
163,0,XVI,0,0,1,0,4.38,0,4.58,750,Beja,Beja,0,447,2.61,,False,298,1.74,12,17132,56.6,José António do Rosário Lopes Guerreiro,2017
164,3,PCP - PEV,1,1,1,3,54.69,1,57.19,2151,Castro Verde,Beja,0,111,2.82,,False,61,1.55,4,3933,60.07,Francisco José Caldeira Duarte,2017
165,0,PPD/PSD.CDS-PP,0,0,1,0,5.31,0,5.56,209,Castro Verde,Beja,0,111,2.82,,False,61,1.55,4,3933,60.07,Mário Mota Lopes,2017
166,2,PS,0,0,1,2,35.62,0,37.25,1401,Castro Verde,Beja,0,111,2.82,,False,61,1.55,4,3933,60.07,António José Rosa de Brito,2017
167,3,PCP - PEV,1,1,1,3,56.7,1,58.72,1747,Cuba,Beja,0,64,2.08,,False,42,1.36,4,3081,77.37,João Manuel Casaca Português,2017
168,0,PPD/PSD.CDS-PP,0,0,1,0,2.73,0,2.82,84,Cuba,Beja,0,64,2.08,,False,42,1.36,4,3081,77.37,Vasco Rosa da Silva Morais de Almeida,2017
169,2,PS,0,0,1,2,37.13,0,38.45,1144,Cuba,Beja,0,64,2.08,,False,42,1.36,4,3081,77.37,Ana Raquel Ganhão das Dores Soudo,2017
170,2,PCP - PEV,0,0,1,2,32.44,0,34.0,1429,Ferreira do Alentejo,Beja,0,115,2.61,,False,87,1.98,4,4405,61.28,João Luis Ferro do Rosário Fragoso,2017
171,0,PPD/PSD.CDS-PP,0,0,1,0,9.63,0,10.09,424,Ferreira do Alentejo,Beja,0,115,2.61,,False,87,1.98,4,4405,61.28,Jorge Ângelo Ramos dos Santos,2017
172,3,PS,1,1,1,3,53.35,1,55.91,2350,Ferreira do Alentejo,Beja,0,115,2.61,,False,87,1.98,4,4405,61.28,Aníbal Sousa Reis Coelho de Costa,2017
173,4,PCP - PEV,1,1,1,4,42.9,1,44.66,3089,Moura,Beja,0,165,2.29,,False,119,1.65,5,7201,54.02,Santiago Augusto Ferreira Macias,2017
174,0,PPD/PSD.CDS-PP,0,0,1,0,10.57,0,11.0,761,Moura,Beja,0,165,2.29,,False,119,1.65,5,7201,54.02,Carlos Augusto Garcias Valente,2017
175,3,PS,0,0,1,3,42.59,0,44.34,3067,Moura,Beja,0,165,2.29,,False,119,1.65,5,7201,54.02,Francisco Manuel Canudo Sena,2017
176,2,PCP - PEV,0,0,1,2,43.2,0,45.23,2159,Mértola,Beja,0,121,2.42,,False,104,2.08,7,4998,73.28,Miguel da Conceição Bento,2017
177,0,PPD/PSD.CDS-PP,0,0,1,0,1.06,0,1.11,53,Mértola,Beja,0,121,2.42,,False,104,2.08,7,4998,73.28,Herlander Miguel Gonçalves Madeira Mira,2017
178,3,PS,1,1,1,3,47.82,1,50.07,2390,Mértola,Beja,0,121,2.42,,False,104,2.08,7,4998,73.28,Jorge Paulo Colaço Rosa,2017
179,0,XI,0,0,1,0,3.42,0,3.58,171,Mértola,Beja,0,121,2.42,,False,104,2.08,7,4998,73.28,Alberto Manuel Raposo Fernandes,2017
180,0,B.E.,0,0,1,0,3.14,0,3.35,416,Odemira,Beja,0,466,3.52,,False,374,2.82,13,13249,62.14,Ana Maria de Miranda Nazaré Loureiro,2017
181,2,PCP - PEV,0,0,1,2,29.38,0,31.37,3893,Odemira,Beja,0,466,3.52,,False,374,2.82,13,13249,62.14,Manuel da Silva Cruz,2017
182,0,PPD/PSD.CDS-PP,0,0,1,0,10.06,0,10.74,1333,Odemira,Beja,0,466,3.52,,False,374,2.82,13,13249,62.14,José Francisco de Sousa Prado dos Santos Silva,2017
183,5,PS,1,1,1,5,51.08,1,54.53,6767,Odemira,Beja,0,466,3.52,,False,374,2.82,13,13249,62.14,José Alberto Candeias Guerreiro,2017
184,0,PCP - PEV,0,0,1,0,12.91,0,13.53,461,Ourique,Beja,0,82,2.3,,False,82,2.3,4,3571,74.47,António Francisco Colaço,2017
185,1,PPD/PSD.CDS-PP,0,0,1,1,20.5,0,21.49,732,Ourique,Beja,0,82,2.3,,False,82,2.3,4,3571,74.47,Sérgio Manuel Borges Dinis Marques Marçal,2017
186,4,PS,1,1,1,4,62.0,1,64.98,2214,Ourique,Beja,0,82,2.3,,False,82,2.3,4,3571,74.47,Pedro Nuno Raposo Prazeres do Carmo,2017
187,0,B.E.,0,0,1,0,3.05,0,3.2,237,Serpa,Beja,0,219,2.82,,False,150,1.93,5,7774,55.77,Guida Maria de Jesus Ascensão,2017
188,4,PCP - PEV,1,1,1,4,51.97,1,54.56,4040,Serpa,Beja,0,219,2.82,,False,150,1.93,5,7774,55.77,Tomé Alexandre Martins Pires,2017
189,0,PPD/PSD,0,0,1,0,5.0,0,5.25,389,Serpa,Beja,0,219,2.82,,False,150,1.93,5,7774,55.77,José António Aboim Madeira,2017
190,3,PS,0,0,1,3,35.23,0,36.99,2739,Serpa,Beja,0,219,2.82,,False,150,1.93,5,7774,55.77,Noel Ricardo Esteves Farinho,2017
191,3,PCP - PEV,1,1,1,3,50.69,1,53.3,1656,Vidigueira,Beja,0,88,2.69,,False,72,2.2,4,3267,64.27,Manuel Luís da Rosa Narra,2017
192,0,PPD/PSD.CDS-PP,0,0,1,0,7.59,0,7.98,248,Vidigueira,Beja,0,88,2.69,,False,72,2.2,4,3267,64.27,José Manuel Cruz Maldonado,2017
193,2,PS,0,0,1,2,36.82,0,38.72,1203,Vidigueira,Beja,0,88,2.69,,False,72,2.2,4,3267,64.27,José Miguel Pires D'Almeida,2017
194,2,I,0,0,1,2,30.4,0,32.03,3644,Amares,Braga,0,358,2.99,,False,252,2.1,16,11987,61.11,Sara Raquel Marques Ribeiro Leite do Vale,2017
195,0,PCP - PEV,0,0,1,0,3.32,0,3.5,398,Amares,Braga,0,358,2.99,,False,252,2.1,16,11987,61.11,Luís Manuel Cerqueira Gomes Gonçalves,2017
196,2,PPD/PSD.CDS-PP,0,0,1,2,24.25,0,25.55,2907,Amares,Braga,0,358,2.99,,False,252,2.1,16,11987,61.11,Isidro Gomes de Araújo,2017
197,3,PS,1,0,1,3,36.94,1,38.92,4428,Amares,Braga,0,358,2.99,,False,252,2.1,16,11987,61.11,Manuel da Rocha Moreira,2017
198,0,B.E.,0,0,1,0,1.93,0,2.02,1437,Barcelos,Braga,0,2051,2.75,,False,1274,1.71,61,74534,69.11,José Maria Barbosa Cardoso,2017
199,0,PCP - PEV,0,0,1,0,1.64,0,1.72,1225,Barcelos,Braga,0,2051,2.75,,False,1274,1.71,61,74534,69.11,Mário Jorge Gomes de Figueiredo,2017
200,0,PCTP/MRPP,0,0,1,0,0.79,0,0.83,592,Barcelos,Braga,0,2051,2.75,,False,1274,1.71,61,74534,69.11,Mário Rui Correia Senra,2017
201,4,PPD/PSD.CDS-PP.PPM,0,0,1,4,34.97,0,36.6,26061,Barcelos,Braga,0,2051,2.75,,False,1274,1.71,61,74534,69.11,Domingos José da Silva Araújo,2017
202,6,PS,1,1,1,6,46.03,1,48.18,34305,Barcelos,Braga,0,2051,2.75,,False,1274,1.71,61,74534,69.11,Miguel Jorge da Costa Gomes,2017
203,1,VI,0,0,1,1,10.18,0,10.66,7589,Barcelos,Braga,0,2051,2.75,,False,1274,1.71,61,74534,69.11,Manuel Carlos da Costa Marinho,2017
204,6,PPD/PSD.CDS-PP.PPM,1,1,1,6,46.71,1,49.19,44571,Braga,Braga,0,3065,3.21,,False,1735,1.82,37,95417,59.89,Ricardo Bruno Antunes Machado Rio,2017
205,4,PS,0,0,1,4,32.83,0,34.57,31326,Braga,Braga,0,3065,3.21,,False,1735,1.82,37,95417,59.89,Vítor Manuel Amaral de Sousa,2017
206,0,V,0,0,1,0,5.32,0,5.6,5072,Braga,Braga,0,3065,3.21,,False,1735,1.82,37,95417,59.89,Inês Beatriz Barbosa de Carvalho,2017
207,0,PCP - PEV,0,0,1,0,0.95,0,0.98,107,Cabeceiras de Basto,Braga,0,113,1.0,,False,183,1.62,12,11264,65.81,Manuel da Silva Nogueira,2017
208,1,PPD/PSD.CDS-PP,0,0,1,1,12.03,0,12.35,1355,Cabeceiras de Basto,Braga,0,113,1.0,,False,183,1.62,12,11264,65.81,Mário António Jesus Leite,2017
209,3,PS,1,0,1,3,44.13,1,45.32,4971,Cabeceiras de Basto,Braga,0,113,1.0,,False,183,1.62,12,11264,65.81,Serafim China Pereira,2017
210,3,XIII,0,0,1,3,40.26,0,41.35,4535,Cabeceiras de Basto,Braga,0,113,1.0,,False,183,1.62,12,11264,65.81,Jorge Agostinho Borges Machado,2017
211,0,CDS-PP,0,0,1,0,6.04,0,6.31,740,Celorico de Basto,Braga,0,297,2.42,,False,238,1.94,15,12255,63.27,Luis Manuel Dá Mesquita Castro Leal,2017
212,0,PCP - PEV,0,0,1,0,3.54,0,3.7,434,Celorico de Basto,Braga,0,297,2.42,,False,238,1.94,15,12255,63.27,Luis Heitor da Silva Pires Marinho,2017
213,5,PPD/PSD,1,1,1,5,64.19,1,67.12,7866,Celorico de Basto,Braga,0,297,2.42,,False,238,1.94,15,12255,63.27,Joaquim Monteiro da Mota e Silva,2017
214,2,PS,0,0,1,2,21.87,0,22.87,2680,Celorico de Basto,Braga,0,297,2.42,,False,238,1.94,15,12255,63.27,António Joaquim Gonçalves Bastos,2017
215,1,CDS-PP,0,0,1,1,10.62,0,11.4,2013,Esposende,Braga,0,807,4.26,,False,490,2.58,9,18960,56.37,Berta Filipa Gonçalves Viana,2017
216,0,PCP - PEV,0,0,1,0,5.28,0,5.67,1001,Esposende,Braga,0,807,4.26,,False,490,2.58,9,18960,56.37,Manuel Fernando Loureiro de Almeida,2017
217,5,PPD/PSD,1,1,1,5,56.49,1,60.64,10711,Esposende,Braga,0,807,4.26,,False,490,2.58,9,18960,56.37,António Benjamim da Costa Pereira,2017
218,1,PS,0,0,1,1,20.77,0,22.3,3938,Esposende,Braga,0,807,4.26,,False,490,2.58,9,18960,56.37,João Maria de Sousa Nunes da Silva,2017
219,0,CDS-PP,0,0,1,0,1.35,0,1.41,423,Fafe,Braga,0,813,2.59,,False,478,1.52,25,31361,61.64,Deolinda Manuela de Sá Nogueira,2017
220,0,PCP - PEV,0,0,1,0,2.96,0,3.09,928,Fafe,Braga,0,813,2.59,,False,478,1.52,25,31361,61.64,Maria Leonor Pereira Oliveira Castro,2017
221,2,PPD/PSD,0,0,1,2,21.33,0,22.24,6688,Fafe,Braga,0,813,2.59,,False,478,1.52,25,31361,61.64,Eugénio Fernando de Sá Cerqueira Marinho,2017
222,4,PS,1,0,1,4,35.15,1,36.66,11023,Fafe,Braga,0,813,2.59,,False,478,1.52,25,31361,61.64,Raul Jorge Fernandes da Cunha,2017
223,3,XVII,0,0,1,3,35.1,0,36.61,11008,Fafe,Braga,0,813,2.59,,False,478,1.52,25,31361,61.64,Parcidio Cabral de Almeida Summavielle,2017
224,0,B.E.,0,0,1,0,2.04,0,2.15,1788,Guimarães,Braga,0,2976,3.4,,False,1290,1.47,48,87548,60.53,José Carlos Sampaio Fonseca,2017
225,1,PCP - PEV,0,0,1,1,8.32,0,8.75,7285,Guimarães,Braga,0,2976,3.4,,False,1290,1.47,48,87548,60.53,José Manuel Torcato Ribeiro,2017
226,0,PCTP/MRPP,0,0,1,0,0.57,0,0.6,496,Guimarães,Braga,0,2976,3.4,,False,1290,1.47,48,87548,60.53,João Manuel Valente Pinto,2017
227,4,PPD/PSD.CDS-PP.MPT,0,0,1,4,35.61,0,37.43,31174,Guimarães,Braga,0,2976,3.4,,False,1290,1.47,48,87548,60.53,André Guimarães Coelho Lima,2017
228,0,PPM-PPV,0,0,1,0,0.98,0,1.03,856,Guimarães,Braga,0,2976,3.4,,False,1290,1.47,48,87548,60.53,Luís Filipe Botelho Ribeiro,2017
229,6,PS,1,1,1,6,47.61,1,50.05,41683,Guimarães,Braga,0,2976,3.4,,False,1290,1.47,48,87548,60.53,Domingos Bragança Salgado,2017
230,0,CDS-PP,0,0,1,0,4.23,0,4.37,646,Póvoa de Lanhoso,Braga,0,253,1.66,,False,217,1.42,22,15259,62.9,Deolinda Maria Marques Queirós Pereira Ferreira,2017
231,0,PCP - PEV,0,0,1,0,1.37,0,1.41,209,Póvoa de Lanhoso,Braga,0,253,1.66,,False,217,1.42,22,15259,62.9,Paulo Jorge Lopes da Silva,2017
232,4,PPD/PSD,1,1,1,4,51.05,1,52.67,7790,Póvoa de Lanhoso,Braga,0,253,1.66,,False,217,1.42,22,15259,62.9,Manuel José Torcato Soares Baptista,2017
233,3,PS,0,0,1,3,40.26,0,41.54,6144,Póvoa de Lanhoso,Braga,0,253,1.66,,False,217,1.42,22,15259,62.9,Frederico de Oliveira Castro,2017
234,0,MPT,0,0,1,0,5.58,0,5.75,299,Terras de Bouro,Braga,0,87,1.62,,False,67,1.25,14,5358,68.51,Paulo Alexandre Vieira e Sousa,2017
235,0,PCP - PEV,0,0,1,0,7.82,0,8.05,419,Terras de Bouro,Braga,0,87,1.62,,False,67,1.25,14,5358,68.51,António José Salgado Almeida,2017
236,2,PPD/PSD.CDS-PP,0,0,1,2,29.02,0,29.88,1555,Terras de Bouro,Braga,0,87,1.62,,False,67,1.25,14,5358,68.51,António José Ferreira Afonso,2017
237,3,PS,1,1,1,3,51.4,1,52.92,2754,Terras de Bouro,Braga,0,87,1.62,,False,67,1.25,14,5358,68.51,Joaquim José Cracel Viana,2017
238,0,VI,0,0,1,0,3.3,0,3.4,177,Terras de Bouro,Braga,0,87,1.62,,False,67,1.25,14,5358,68.51,Luís Filipe Rodrigues Pires,2017
239,0,B.E.,0,0,1,0,0.69,0,0.71,69,Vieira do Minho,Braga,0,138,1.37,,False,155,1.54,16,10064,67.49,João Manuel Machado Oliveira,2017
240,0,PCP - PEV,0,0,1,0,1.33,0,1.37,134,Vieira do Minho,Braga,0,138,1.37,,False,155,1.54,16,10064,67.49,José Luis Ribeiro Pereira,2017
241,4,PPD/PSD.CDS-PP,1,1,1,4,49.71,1,51.2,5003,Vieira do Minho,Braga,0,138,1.37,,False,155,1.54,16,10064,67.49,António Cardoso Barbosa,2017
242,3,PS,0,0,1,3,45.36,0,46.72,4565,Vieira do Minho,Braga,0,138,1.37,,False,155,1.54,16,10064,67.49,Jorge Augusto Mangas Abreu Dantas,2017
243,0,B.E.,0,0,1,0,1.62,0,1.69,1237,Vila Nova de Famalicão,Braga,0,2175,2.85,,False,1152,1.51,34,76366,64.65,José Luís da Silva Araújo,2017
244,0,PCP - PEV,0,0,1,0,3.7,0,3.87,2823,Vila Nova de Famalicão,Braga,0,2175,2.85,,False,1152,1.51,34,76366,64.65,José Miguel da Silva Lopes,2017
245,7,PPD/PSD.CDS-PP,1,1,1,7,58.55,1,61.22,44712,Vila Nova de Famalicão,Braga,0,2175,2.85,,False,1152,1.51,34,76366,64.65,Paulo Alexandre Matos Cunha,2017
246,4,PS,0,0,1,4,31.78,0,33.22,24267,Vila Nova de Famalicão,Braga,0,2175,2.85,,False,1152,1.51,34,76366,64.65,Custódio Marques de Oliveira,2017
247,0,CDS-PP,0,0,1,0,3.78,0,3.97,1104,Vila Verde,Braga,0,886,3.04,,False,506,1.73,33,29168,60.87,Daniel Cerqueira Oliveira,2017
248,0,PCP - PEV,0,0,1,0,2.16,0,2.26,629,Vila Verde,Braga,0,886,3.04,,False,506,1.73,33,29168,60.87,Manuel Ferreira Carvalho,2017
249,4,PPD/PSD,1,1,1,4,46.0,1,48.31,13418,Vila Verde,Braga,0,886,3.04,,False,506,1.73,33,29168,60.87,António Fernando Nogueira Cerqueira Vilela,2017
250,3,PS,0,0,1,3,43.28,0,45.45,12625,Vila Verde,Braga,0,886,3.04,,False,506,1.73,33,29168,60.87,Luís Filipe Oliveira da Silva,2017
251,3,PPD/PSD.CDS-PP,0,0,1,3,39.54,0,41.45,5046,Vizela,Braga,0,358,2.81,,False,229,1.79,5,12762,61.6,Luis Miguel Soares Lopes Guimarães,2017
252,4,PS,1,1,1,4,47.85,1,50.16,6107,Vizela,Braga,0,358,2.81,,False,229,1.79,5,12762,61.6,Dinis Manuel da Silva Costa,2017
253,0,PCP - PEV,0,0,1,0,1.59,0,1.68,64,Alfândega da Fé,Bragança,0,104,2.58,,False,125,3.1,12,4032,69.03,Teresa do Carmo Bráz Rodrigues,2017
254,2,PPD/PSD.CDS-PP,0,0,1,2,38.29,0,40.6,1544,Alfândega da Fé,Bragança,0,104,2.58,,False,125,3.1,12,4032,69.03,Artur António Rabaçal Aragão,2017
255,3,PS,1,1,1,3,54.44,1,57.72,2195,Alfândega da Fé,Bragança,0,104,2.58,,False,125,3.1,12,4032,69.03,Berta Ferreira Milheiro Nunes,2017
256,0,B.E.,0,0,1,0,1.03,0,1.09,207,Bragança,Bragança,0,537,2.69,,False,477,2.38,39,20000,54.57,Gil Augusto Gonçalves,2017
257,0,CDS-PP,0,0,1,0,2.07,0,2.18,413,Bragança,Bragança,0,537,2.69,,False,477,2.38,39,20000,54.57,Telmo Alexandre de Alge Cadavez,2017
258,0,PCP - PEV,0,0,1,0,2.02,0,2.13,405,Bragança,Bragança,0,537,2.69,,False,477,2.38,39,20000,54.57,José Manuel Correia dos Santos Ferreira de Castro,2017
259,4,PPD/PSD,1,1,1,4,47.24,1,49.77,9449,Bragança,Bragança,0,537,2.69,,False,477,2.38,39,20000,54.57,Hernâni Dinis Venâncio Dias,2017
260,2,PS,0,0,1,2,26.02,0,27.41,5204,Bragança,Bragança,0,537,2.69,,False,477,2.38,39,20000,54.57,Júlio Meirinhos Santanas,2017
261,1,XIII,0,0,1,1,16.54,0,17.42,3308,Bragança,Bragança,0,537,2.69,,False,477,2.38,39,20000,54.57,Humberto Francisco da Rocha,2017
262,1,CDS-PP,0,0,1,1,18.06,0,19.31,789,Carrazeda de Ansiães,Bragança,0,116,2.66,,False,167,3.82,14,4368,61.31,Fernando António Trindade dos Reis,2017
263,0,PCP - PEV,0,0,1,0,1.37,0,1.47,60,Carrazeda de Ansiães,Bragança,0,116,2.66,,False,167,3.82,14,4368,61.31,José Maria de Sousa Araújo,2017
264,4,PPD/PSD,1,1,1,4,59.87,1,64.01,2615,Carrazeda de Ansiães,Bragança,0,116,2.66,,False,167,3.82,14,4368,61.31,José Luís Correia,2017
265,0,PS,0,0,1,0,14.22,0,15.2,621,Carrazeda de Ansiães,Bragança,0,116,2.66,,False,167,3.82,14,4368,61.31,João Manuel Sampaio,2017
266,0,PCP - PEV,0,0,1,0,0.88,0,0.93,25,Freixo de Espada à Cinta,Bragança,0,81,2.86,,False,76,2.68,4,2834,76.78,Nicolau de Jesús Manso,2017
267,3,PPD/PSD,1,1,1,3,47.88,1,50.69,1357,Freixo de Espada à Cinta,Bragança,0,81,2.86,,False,76,2.68,4,2834,76.78,Maria do Céu Quintas,2017
268,2,PS,0,0,1,2,45.7,0,48.38,1295,Freixo de Espada à Cinta,Bragança,0,81,2.86,,False,76,2.68,4,2834,76.78,José Manuel Caldeira Santos,2017
269,1,CDS-PP,0,0,1,1,11.59,0,12.22,1308,Macedo de Cavaleiros,Bragança,0,322,2.85,,False,255,2.26,30,11284,59.57,Rui Jorge da Silva Costa,2017
270,0,PCP - PEV,0,0,1,0,1.7,0,1.79,192,Macedo de Cavaleiros,Bragança,0,322,2.85,,False,255,2.26,30,11284,59.57,Carlos Manuel Cunha Martins,2017
271,3,PPD/PSD,1,0,1,3,41.32,1,43.55,4663,Macedo de Cavaleiros,Bragança,0,322,2.85,,False,255,2.26,30,11284,59.57,Manuel Duarte Fernandes Moreno,2017
272,3,PS,0,0,1,3,40.27,0,42.44,4544,Macedo de Cavaleiros,Bragança,0,322,2.85,,False,255,2.26,30,11284,59.57,Rui Manuel Rodrigues Vaz,2017
273,0,B.E.,0,0,1,0,0.61,0,0.64,34,Miranda do Douro,Bragança,0,140,2.53,,False,108,1.95,13,5542,69.38,Júlio Augusto Pires Afonso,2017
274,0,CDS-PP.MPT.PPM,0,0,1,0,1.66,0,1.74,92,Miranda do Douro,Bragança,0,140,2.53,,False,108,1.95,13,5542,69.38,Eduardo Luís Tiago de Beça Sanches da Gama,2017
275,0,PCP - PEV,0,0,1,0,0.65,0,0.68,36,Miranda do Douro,Bragança,0,140,2.53,,False,108,1.95,13,5542,69.38,Maria da Glória Gonçalves de Jesus,2017
276,2,PPD/PSD,0,0,1,2,42.33,0,44.31,2346,Miranda do Douro,Bragança,0,140,2.53,,False,108,1.95,13,5542,69.38,Francisco António São Pedro Granjo,2017
277,3,PS,1,1,1,3,50.27,1,52.63,2786,Miranda do Douro,Bragança,0,140,2.53,,False,108,1.95,13,5542,69.38,Artur Manuel Rodrigues Nunes,2017
278,0,B.E.,0,0,1,0,1.52,0,1.62,201,Mirandela,Bragança,0,411,3.11,,False,421,3.18,30,13235,53.46,Fernando Manuel Bebiano,2017
279,1,CDS-PP,0,0,1,1,19.4,0,20.7,2567,Mirandela,Bragança,0,411,3.11,,False,421,3.18,30,13235,53.46,Carlos Manuel Costa Pires,2017
280,0,PCP - PEV,0,0,1,0,3.41,0,3.64,451,Mirandela,Bragança,0,411,3.11,,False,421,3.18,30,13235,53.46,Maria Eduarda Teixeira Neves Carvalho,2017
281,4,PPD/PSD,1,1,1,4,48.18,1,51.41,6376,Mirandela,Bragança,0,411,3.11,,False,421,3.18,30,13235,53.46,António José Pires Almor Branco,2017
282,2,PS,0,0,1,2,21.22,0,22.64,2808,Mirandela,Bragança,0,411,3.11,,False,421,3.18,30,13235,53.46,José Manuel Correia de Morais,2017
283,0,CDS-PP,0,0,1,0,1.99,0,2.09,148,Mogadouro,Bragança,0,154,2.07,,False,178,2.4,21,7424,66.16,Maria de Lurdes Gonçalves Marinho de Sousa,2017
284,0,PCP - PEV,0,0,1,0,0.75,0,0.79,56,Mogadouro,Bragança,0,154,2.07,,False,178,2.4,21,7424,66.16,Amândio Edmundo Carvalho Pereira,2017
285,3,PPD/PSD,0,0,1,3,46.32,0,48.49,3439,Mogadouro,Bragança,0,154,2.07,,False,178,2.4,21,7424,66.16,António Joaquim Pimentel,2017
286,4,PS,1,1,1,4,46.46,1,48.63,3449,Mogadouro,Bragança,0,154,2.07,,False,178,2.4,21,7424,66.16,Francisco José Mateus Albuquerque Guimarães,2017
287,0,PCP - PEV,0,0,1,0,3.18,0,3.33,197,Torre de Moncorvo,Bragança,0,145,2.34,,False,137,2.21,13,6203,66.07,Carlos Octávio Varelas,2017
288,3,PPD/PSD.CDS-PP,1,1,1,3,51.44,1,53.89,3191,Torre de Moncorvo,Bragança,0,145,2.34,,False,137,2.21,13,6203,66.07,Nuno Jorge Rodrigues Gonçalves,2017
289,2,PS,0,0,1,2,40.84,0,42.78,2533,Torre de Moncorvo,Bragança,0,145,2.34,,False,137,2.21,13,6203,66.07,José Manuel Aires,2017
290,0,PCP - PEV,0,0,1,0,4.01,0,4.22,191,Vila Flor,Bragança,0,150,3.15,,False,93,1.95,14,4765,63.25,Ana Margarida Gonçalves Correia,2017
291,2,PPD/PSD.CDS-PP,0,0,1,2,33.89,0,35.71,1615,Vila Flor,Bragança,0,150,3.15,,False,93,1.95,14,4765,63.25,Fernando Filipe de Almeida,2017
292,3,PS,1,1,1,3,57.0,1,60.06,2716,Vila Flor,Bragança,0,150,3.15,,False,93,1.95,14,4765,63.25,Fernando Francisco Teixeira de Barros,2017
293,0,PCP - PEV,0,0,1,0,0.94,0,0.99,36,Vimioso,Bragança,0,82,2.15,,False,95,2.49,10,3814,60.27,Luís Miguel Vaz Oliveira,2017
294,3,PPD/PSD,1,1,1,3,58.52,1,61.37,2232,Vimioso,Bragança,0,82,2.15,,False,95,2.49,10,3814,60.27,António Jorge Fidalgo Martins,2017
295,2,PS,0,0,1,2,35.89,0,37.64,1369,Vimioso,Bragança,0,82,2.15,,False,95,2.49,10,3814,60.27,Amilcar Gonçalves Martins,2017
296,2,CDS-PP.PPD/PSD,0,0,1,2,34.17,0,35.97,2426,Vinhais,Bragança,0,161,2.27,,False,195,2.75,26,7100,63.51,Duarte Manuel Diz Lopes,2017
297,0,PCP - PEV,0,0,1,0,1.56,0,1.65,111,Vinhais,Bragança,0,161,2.27,,False,195,2.75,26,7100,63.51,Elisabete Augusta Jorge Pereirinha Rodrigues,2017
298,5,PS,1,1,1,5,59.25,1,62.38,4207,Vinhais,Bragança,0,161,2.27,,False,195,2.75,26,7100,63.51,Américo Jaime Afonso Pereira,2017
299,1,I,0,0,1,1,26.38,0,28.26,1064,Belmonte,Castelo Branco,0,143,3.54,,False,126,3.12,4,4034,60.7,Jorge Manuel dos Santos Amaro,2017
300,0,PCP - PEV,0,0,1,0,7.44,0,7.97,300,Belmonte,Castelo Branco,0,143,3.54,,False,126,3.12,4,4034,60.7,Marco Manuel Matos Melchior,2017
301,4,PS,1,1,1,4,56.97,1,61.04,2298,Belmonte,Castelo Branco,0,143,3.54,,False,126,3.12,4,4034,60.7,António Dias Rocha,2017
302,0,B.E.,0,0,1,0,2.55,0,2.76,665,Castelo Branco,Castelo Branco,0,1097,4.21,,False,816,3.13,19,26029,50.71,Filipe Manuel da Silva Lourenço,2017
303,0,CDS-PP,0,0,1,0,2.99,0,3.22,777,Castelo Branco,Castelo Branco,0,1097,4.21,,False,816,3.13,19,26029,50.71,Ana Isabel Gardete Correia Camilo Martins,2017
304,0,PCP - PEV,0,0,1,0,5.24,0,5.65,1363,Castelo Branco,Castelo Branco,0,1097,4.21,,False,816,3.13,19,26029,50.71,João Pedro Martins Delgado,2017
